No,Name,Dex. No.,Type,HP,Atk,Def,Sp. Atk,Sp. Def,Spd,Total,Abilities,Banned,Viable,Mythical,Restricted,SWSH Dex,Forms,Tiering
913,Tapu Bulu,787,Grass Fairy,70,130,115,85,95,75,570,Grassy Surge  Telepathy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
914,Tapu Fini,788,Water Fairy,70,75,115,95,130,85,570,Misty Surge  Telepathy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,15 points
915,Cosmog,789,Psychic,43,29,31,29,31,37,200,Unaware,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,
916,Cosmoem,790,Psychic,43,29,131,29,131,37,400,Sturdy,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
917,Solgaleo,791,Psychic Steel,137,137,107,113,89,97,680,Full Metal Body,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
918,Lunala,792,Psychic Ghost,137,113,89,137,107,97,680,Shadow Shield,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
919,Nihilego,793,Rock Poison,109,53,47,127,131,103,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
920,Buzzwole,794,Bug Fighting,107,139,139,53,53,79,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
921,Pheromosa,795,Bug Fighting,71,137,37,137,37,151,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
922,Xurkitree,796,Electric,83,89,71,173,71,83,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
923,Celesteela,797,Steel Flying,97,101,103,107,101,61,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
924,Kartana,798,Grass Steel,59,181,131,59,31,109,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
925,Guzzlord,799,Dark Dragon,223,101,53,97,53,43,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
926,Necrozma-Dusk Mane,800,Psychic Steel,97,157,127,113,109,77,680,Prism Armor,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
927,Necrozma-Dawn Wings,800,Psychic Ghost,97,113,109,157,127,77,680,Prism Armor,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
928,Necrozma,800,Psychic,97,107,101,127,89,79,600,Prism Armor,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,16 points
929,Necrozma-Ultra,800,Psychic Dragon,97,167,97,167,97,129,754,Neuroforce,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,17 points
930,Magearna,801,Steel Fairy,80,95,115,130,115,65,600,Soul-Heart,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,17 points
931,Marshadow,802,Fighting Ghost,90,125,80,90,90,125,600,Technician,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,17 points
932,Poipole,803,Poison,67,73,67,73,67,73,420,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
933,Naganadel,804,Poison Dragon,73,73,73,127,73,121,540,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
934,Stakataka,805,Rock Steel,61,131,211,53,101,13,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
935,Blacephalon,806,Fire Ghost,53,127,53,151,79,107,570,Beast Boost,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
936,Zeraora,807,Electric,88,112,75,102,80,143,600,Volt Absorb,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,16 points
937,Meltan,808,Steel,46,65,65,55,35,34,300,Magnet Pull,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,
938,Melmetal,809,Steel,135,143,143,80,65,34,600,Iron Fist,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15 points
939,Grookey,810,Grass,50,65,50,40,40,65,310,Overgrow  Grassy Surge,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
940,Thwackey,811,Grass,70,85,70,55,60,80,420,Overgrow  Grassy Surge,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3 points
941,Rillaboom,812,Grass,100,125,90,60,70,85,530,Overgrow  Grassy Surge,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
942,Scorbunny,813,Fire,50,71,40,40,40,69,310,Blaze  Libero,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
943,Raboot,814,Fire,65,86,60,55,60,94,420,Blaze  Libero,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3 points
944,Cinderace,815,Fire,80,116,75,65,75,119,530,Blaze  Libero,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
945,Sobble,816,Water,50,40,40,70,40,70,310,Torrent  Sniper,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
946,Drizzile,817,Water,65,60,55,95,55,90,420,Torrent  Sniper,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
947,Inteleon,818,Water,70,85,65,125,65,120,530,Torrent  Sniper,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
948,Skwovet,819,Normal,70,55,55,35,35,25,275,Cheek Pouch  Gluttony,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
949,Greedent,820,Normal,120,95,95,55,75,20,460,Cheek Pouch  Gluttony,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
950,Rookidee,821,Flying,38,47,35,33,35,57,245,Keen Eye Unnerve Big Pecks,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
951,Corvisquire,822,Flying,68,67,55,43,55,77,365,Keen Eye Unnerve Big Pecks,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
952,Corviknight,823,Flying Steel,98,87,105,53,85,67,495,Pressure Unnerve Mirror Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
953,Blipbug,824,Bug,25,20,20,25,45,45,180,Swarm Compound Eyes Telepathy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
954,Dottler,825,Bug Psychic,50,35,80,50,90,30,335,Swarm Compound Eyes Telepathy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
955,Orbeetle,826,Bug Psychic,60,45,110,80,120,90,505,Swarm Frisk Telepathy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
956,Nickit,827,Dark,40,28,28,47,52,50,245,Run Away Unburden Stakeout,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
957,Thievul,828,Dark,70,58,58,87,92,90,455,Run Away Unburden Stakeout,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
958,Gossifleur,829,Grass,40,40,60,40,60,10,250,Cotton Down  Regenerator Effect Spore,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
959,Eldegoss,830,Grass,60,50,90,80,120,60,460,Cotton Down  Regenerator Effect Spore,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
960,Wooloo,831,Normal,42,40,55,40,45,48,270,Fluffy Run Away Bulletproof,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
961,Dubwool,832,Normal,72,80,100,60,90,88,490,Fluffy Steadfast Bulletproof,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
962,Chewtle,833,Water,50,64,50,38,38,44,284,Strong Jaw Shell Armor Swift Swim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
963,Drednaw,834,Water Rock,90,115,90,48,68,74,485,Strong Jaw Shell Armor Swift Swim,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
964,Yamper,835,Electric,59,45,50,40,50,26,270,Ball Fetch  Rattled,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
965,Boltund,836,Electric,69,90,60,90,60,121,490,Strong Jaw  Competitive,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
966,Rolycoly,837,Rock,30,40,50,40,50,30,240,Steam Engine Heatproof Flash Fire,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
967,Carkol,838,Rock Fire,80,60,90,60,70,50,410,Steam Engine Flame Body Flash Fire,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
968,Coalossal,839,Rock Fire,110,80,120,80,90,30,510,Steam Engine Flame Body Flash Fire,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
969,Applin,840,Grass Dragon,40,40,80,40,40,20,260,Ripen Gluttony Bulletproof,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
970,Flapple,841,Grass Dragon,70,110,80,95,60,70,485,Ripen Gluttony Hustle,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
971,Appletun,842,Grass Dragon,110,85,80,100,80,30,485,Ripen Gluttony Thick Fat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
972,Silicobra,843,Ground,52,57,75,35,50,46,315,Sand Spit Shed Skin Sand Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
973,Sandaconda,844,Ground,72,107,125,65,70,71,510,Sand Spit Shed Skin Sand Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
974,Cramorant,845,Water Flying,70,85,55,85,95,85,475,Gulp Missile,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
975,Arrokuda,846,Water,41,63,40,40,30,66,280,Swift Swim  Propeller Tail,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
976,Barraskewda,847,Water,61,123,60,60,50,136,490,Swift Swim  Propeller Tail,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
977,Toxel,848,Electric Poison,40,38,35,54,35,40,242,Rattled  Static Klutz,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
978,Toxtricity (Amped Form),849,Electric Poison,75,98,70,114,70,75,502,Punk Rock Plus Technician,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
979,Toxtricity (Low Key Form),849,Electric Poison,75,98,70,114,70,75,502,Punk Rock Minus Technician,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
980,Sizzlipede,850,Fire Bug,50,65,45,50,50,45,305,Flash Fire White Smoke Flame Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
981,Centiskorch,851,Fire Bug,100,115,65,90,90,65,525,Flash Fire White Smoke Flame Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
982,Clobbopus,852,Fighting,50,68,60,50,50,32,310,Limber   Technician,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
983,Grapploct,853,Fighting,80,118,90,70,80,42,480,Limber   Technician,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
984,Sinistea,854,Ghost,40,45,45,74,54,50,308,Weak Armor  Cursed Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
985,Polteageist,855,Ghost,60,65,65,134,114,70,508,Weak Armor  Cursed Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
986,Hatenna,856,Psychic,42,30,45,56,53,39,265,Healer Anticipation Magic Bounce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
987,Hattrem,857,Psychic,57,40,65,86,73,49,370,Healer Anticipation Magic Bounce,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
988,Hatterene,858,Psychic Fairy,57,90,95,136,103,29,510,Healer Anticipation Magic Bounce,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
989,Impidimp,859,Dark Fairy,45,45,30,55,40,50,265,Prankster Frisk Pickpocket,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
990,Morgrem,860,Dark Fairy,65,60,45,75,55,70,370,Prankster Frisk Pickpocket,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
991,Grimmsnarl,861,Dark Fairy,95,120,65,95,75,60,510,Prankster Frisk Pickpocket,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
992,Obstagoon,862,Dark Normal,93,90,101,60,81,95,520,Reckless Guts Defiant,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
993,Perrserker,863,Steel,70,110,100,50,60,50,440,Battle Armor Tough Claws Steely Spirit,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
994,Cursola,864,Ghost,60,95,50,145,130,30,510,Weak Armor  Perish Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
995,Sirfetch'd,865,Fighting,62,135,95,68,82,65,507,Steadfast  Scrappy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
996,Mr. Rime,866,Ice Psychic,80,85,75,110,100,70,520,Tangled Feet Screen Cleaner Ice Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
997,Runerigus,867,Ground Ghost,58,95,145,50,105,30,483,Wandering Spirit,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
998,Milcery,868,Fairy,45,40,40,50,61,34,270,Sweet Veil  Aroma Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
999,Alcremie,869,Fairy,65,60,75,110,121,64,495,Sweet Veil  Aroma Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
1000,Falinks,870,Fighting,65,100,100,70,60,75,470,Battle Armor  Defiant,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
1001,Pincurchin,871,Electric,48,101,95,91,85,15,435,Lightning Rod  Electric Surge,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
1002,Snom,872,Ice Bug,30,25,35,45,30,20,185,Shield Dust  Ice Scales,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1003,Frosmoth,873,Ice Bug,70,65,60,125,90,65,475,Shield Dust  Ice Scales,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
1004,Stonjourner,874,Rock,100,125,135,20,20,70,470,Power Spot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
1005,Eiscue (Noice Face),875,Ice,75,80,70,65,50,130,470,Ice Face,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
1006,Eiscue (Ice Face),875,Ice,75,80,110,65,90,50,470,Ice Face,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
1007,Indeedee (Male),876,Psychic Normal,60,65,55,105,95,95,475,Inner Focus Synchronize Psychic Surge,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
1008,Indeedee (Female),876,Psychic Normal,70,55,65,95,105,85,475,Own Tempo Synchronize Psychic Surge,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
1009,Morpeko,877,Electric Dark,58,95,58,70,58,97,436,Hunger Switch,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
1010,Cufant,878,Steel,72,80,49,40,49,40,330,Sheer Force  Heavy Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1011,Copperajah,879,Steel,122,130,69,80,69,30,500,Sheer Force  Heavy Metal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
1012,Dracozolt,880,Electric Dragon,90,100,90,80,70,75,505,Volt Absorb Hustle Sand Rush,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
1013,Arctozolt,881,Electric Ice,90,100,90,90,80,55,505,Volt Absorb Static Slush Rush,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
1014,Dracovish,882,Water Dragon,90,90,100,70,80,75,505,Water Absorb Strong Jaw Sand Rush,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
1015,Arctovish,883,Water Ice,90,90,100,80,90,55,505,Water Absorb Ice Body Slush Rush,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
1016,Duraludon,884,Steel Dragon,70,95,115,120,50,85,535,Light Metal Heavy Metal Stalwart,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
1017,Dreepy,885,Ghost Dragon,28,60,30,40,30,82,270,Clear Body Infiltrator Cursed Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1018,Drakloak,886,Ghost Dragon,68,80,50,60,50,102,410,Clear Body Infiltrator Cursed Body,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1019,Dragapult,887,Ghost Dragon,88,120,75,100,75,142,600,Clear Body Infiltrator Cursed Body,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
1020,Zacian (Crowned Sword),888,Fairy Steel,92,170,115,80,115,148,720,Intrepid Sword,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
1021,Zacian (Hero of Many Battles),888,Fairy,92,130,115,80,115,138,670,Intrepid Sword,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
1022,Zamazenta (Crowned Shield),889,Fighting Steel,92,130,145,80,145,128,720,Dauntless Shield,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
1023,Zamazenta (Hero of Many Battles),889,Fighting,92,130,115,80,115,138,670,Dauntless Shield,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
1024,Eternatus (Eternamax),890,Poison Dragon,255,115,250,125,250,130,1125,Pressure,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
1025,Eternatus,890,Poison Dragon,140,85,95,145,95,130,690,Pressure,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
1026,Kubfu,891,Fighting,60,90,60,53,50,72,385,Inner Focus,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
1027,Urshifu (Rapid Strike Style),892,Fighting Water,100,130,100,63,60,97,550,Unseen Fist,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,
1028,Urshifu (Single Strike Style),892,Fighting  Dark,100,130,100,63,60,97,550,Unseen Fist,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
1029,Zarude,893,Dark Grass,105,120,105,70,95,105,600,Leaf Guard,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11 points
1030,Regieleki,894,Electric,80,100,50,100,50,200,580,Transistor,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
1031,Regidrago,895,Dragon,200,100,50,100,50,80,580,Dragon's Maw,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
1032,Glastrier,896,Ice,100,145,130,65,110,30,580,Chilling Neigh,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
1033,Spectrier,897,Ghost,100,65,60,145,80,130,580,Grim Neigh,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
1034,Calyrex (Shadow Rider),898,Psychic Ghost,100,85,80,165,100,150,680,As One,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
1035,Calyrex (Ice Rider),898,Psychic Ice,100,165,150,85,130,50,680,As One,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,
1036,Calyrex,898,Psychic Grass,100,80,80,80,80,80,500,Unnerve,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
